,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,bundle_density,payment_friction_flag,overpaying_flag,unbalanced_bundle,contract_leverage,price_fatigue_index
3764,Male,1,1,0,68,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.3,7299.65,1,7,1,1,0,High-Risk Flex,1.548529411764706
3765,Female,0,1,1,15,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,1559.25,0,7,0,1,0,High-Risk Flex,7.0233333333333325
3766,Female,1,0,1,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,3465.05,0,7,0,1,0,High-Risk Flex,3.1924242424242424
3767,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,323.25,1,7,0,1,0,High-Risk Flex,35.11666666666667
3768,Male,0,0,0,34,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.35,3540.65,0,7,1,1,0,High-Risk Flex,3.0985294117647055
3769,Male,0,0,0,56,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Mailed check,105.35,5794.45,0,7,0,1,0,High-Risk Flex,1.8812499999999999
3770,Female,0,0,1,34,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.35,3688.6,0,7,0,1,0,High-Risk Flex,3.0985294117647055
3771,Male,0,0,0,63,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.4,6713.2,0,7,1,1,0,High-Risk Flex,1.673015873015873
3772,Female,0,0,0,56,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.45,5916.95,0,7,0,1,0,High-Risk Flex,1.8830357142857144
3773,Male,0,0,0,25,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.5,2686.05,0,7,1,1,0,High-Risk Flex,4.22
3774,Female,0,1,1,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6985.65,1,7,1,1,0,High-Risk Flex,1.623076923076923
3775,Male,0,1,1,62,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6487.2,0,7,1,1,0,High-Risk Flex,1.7016129032258065
3776,Female,1,0,0,8,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,829.55,1,7,1,1,0,High-Risk Flex,13.1875
3777,Male,0,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.55,6281.45,1,7,1,1,0,High-Risk Flex,1.730327868852459
3778,Male,1,1,0,39,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.65,4284.8,1,7,1,1,0,High-Risk Flex,2.708974358974359
3779,Male,0,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.7,2979.5,1,7,1,1,0,High-Risk Flex,3.775
3780,Male,1,1,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),105.7,3181.8,0,8,0,1,0,High-Risk Flex,3.5233333333333334
3781,Male,1,1,1,26,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,105.75,2710.25,1,7,1,1,0,High-Risk Flex,4.0673076923076925
3782,Male,1,1,0,28,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,105.8,2998.0,0,7,1,1,0,High-Risk Flex,3.7785714285714285
3783,Female,0,1,1,20,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),105.85,2239.65,1,7,0,1,0,High-Risk Flex,5.2924999999999995
3784,Female,0,0,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,6396.45,1,7,1,1,0,High-Risk Flex,1.7650000000000001
3785,Female,1,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,6401.25,0,7,1,1,0,High-Risk Flex,1.7650000000000001
3786,Male,1,1,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.9,334.65,1,7,1,1,0,High-Risk Flex,35.300000000000004
3787,Male,0,1,1,50,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),105.95,5341.8,1,7,0,1,0,High-Risk Flex,2.119
3788,Male,1,0,0,25,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,105.95,2655.25,1,7,0,1,0,High-Risk Flex,4.238
3789,Male,0,1,1,70,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.05,7554.05,0,7,1,1,0,High-Risk Flex,1.515
3790,Male,0,1,0,21,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.1,2249.95,1,7,1,1,0,High-Risk Flex,5.052380952380952
3791,Male,0,1,0,42,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),106.15,4512.7,1,7,0,1,0,High-Risk Flex,2.5273809523809527
3792,Female,0,1,0,60,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,6411.25,0,7,1,1,0,High-Risk Flex,1.7691666666666668
3793,Female,1,0,0,28,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.15,3152.5,1,7,1,1,0,High-Risk Flex,3.7910714285714286
3794,Male,0,1,0,61,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.2,6375.2,0,7,1,1,0,High-Risk Flex,1.7409836065573772
3795,Female,0,0,0,41,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.3,4443.45,1,7,1,1,0,High-Risk Flex,2.5926829268292684
3796,Male,0,0,0,34,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,3549.25,1,7,1,1,0,High-Risk Flex,3.1279411764705882
3797,Female,0,1,0,61,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.35,6751.35,0,7,1,1,0,High-Risk Flex,1.7434426229508195
3798,Male,1,1,0,32,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.35,3520.75,1,7,0,1,0,High-Risk Flex,3.3234375
3799,Female,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.35,4849.1,0,7,1,1,0,High-Risk Flex,2.2627659574468084
3800,Female,0,0,0,30,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),106.4,3211.9,0,7,0,1,0,High-Risk Flex,3.546666666666667
3801,Male,1,0,0,23,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,2483.5,1,7,1,1,0,High-Risk Flex,4.626086956521739
3802,Female,0,0,0,47,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,5127.95,1,7,1,1,0,High-Risk Flex,2.2638297872340427
3803,Male,0,0,0,39,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,106.4,4040.65,0,7,1,1,0,High-Risk Flex,2.7282051282051283
3804,Male,0,0,0,61,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.45,6300.15,0,7,1,1,0,High-Risk Flex,1.7450819672131148
3805,Female,0,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.5,4282.4,0,8,1,1,0,High-Risk Flex,2.597560975609756
3806,Female,0,0,0,19,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.6,1934.45,1,7,1,1,0,High-Risk Flex,5.610526315789474
3807,Female,0,0,0,56,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),106.6,5893.95,0,7,0,1,0,High-Risk Flex,1.9035714285714285
3808,Male,0,0,0,17,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),106.65,1672.1,0,8,0,1,0,High-Risk Flex,6.273529411764706
3809,Male,0,0,0,12,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.7,1253.9,1,7,1,1,0,High-Risk Flex,8.891666666666667
3810,Female,1,0,0,37,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),106.75,4056.75,1,7,0,1,0,High-Risk Flex,2.885135135135135
3811,Male,0,1,0,59,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,1,Electronic check,106.75,6252.9,1,8,1,1,0,High-Risk Flex,1.8093220338983051
3812,Male,1,0,0,13,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,106.9,1364.3,1,7,1,1,0,High-Risk Flex,8.223076923076924
3813,Female,0,1,1,35,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,106.9,3756.45,0,7,1,1,0,High-Risk Flex,3.0542857142857143
3814,Male,1,1,0,20,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,0,Electronic check,107.05,2172.05,0,7,1,1,0,High-Risk Flex,5.3525
3815,Male,0,1,1,47,1,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.35,5118.95,1,7,0,1,0,High-Risk Flex,2.2840425531914894
3816,Female,0,0,0,48,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.4,5121.3,1,7,0,1,0,High-Risk Flex,2.2375000000000003
3817,Female,0,1,1,30,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.5,3242.5,0,8,1,1,0,High-Risk Flex,3.5833333333333335
3818,Male,1,1,0,71,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,107.5,7713.55,0,8,1,1,0,High-Risk Flex,1.5140845070422535
3819,Female,0,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,107.55,3645.5,0,7,1,1,0,High-Risk Flex,3.259090909090909
3820,Male,0,1,0,68,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.7,7320.9,0,8,1,1,0,High-Risk Flex,1.5838235294117649
3821,Male,0,1,0,45,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),107.75,4882.8,0,7,0,1,0,High-Risk Flex,2.3944444444444444
3822,Male,0,0,0,3,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,107.95,313.6,0,7,0,1,0,High-Risk Flex,35.983333333333334
3823,Male,0,0,0,3,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,107.95,318.6,0,7,1,1,0,High-Risk Flex,35.983333333333334
3824,Female,1,0,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.1,5839.3,0,8,0,1,0,High-Risk Flex,2.0788461538461536
3825,Female,1,0,0,43,1,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,4600.7,1,7,0,1,0,High-Risk Flex,2.5151162790697676
3826,Male,0,0,0,32,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.15,3432.9,1,8,0,1,0,High-Risk Flex,3.3796875
3827,Male,0,0,0,20,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.2,2203.7,0,8,0,1,0,High-Risk Flex,5.41
3828,Female,0,1,1,53,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.25,5935.1,0,7,0,1,0,High-Risk Flex,2.042452830188679
3829,Female,0,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),108.25,6780.1,0,8,0,1,0,High-Risk Flex,1.7182539682539681
3830,Male,0,0,0,45,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),108.45,4964.7,0,8,0,1,0,High-Risk Flex,2.41
3831,Female,0,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.75,6871.7,0,8,1,1,0,High-Risk Flex,1.7261904761904763
3832,Female,1,1,0,50,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),108.75,5431.9,0,8,0,1,0,High-Risk Flex,2.175
3833,Female,1,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.8,7082.45,0,7,0,1,0,High-Risk Flex,1.6738461538461538
3834,Male,1,1,1,34,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,108.9,3625.2,0,8,1,1,0,High-Risk Flex,3.2029411764705884
3835,Female,1,0,0,64,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),108.95,7111.3,0,8,0,1,0,High-Risk Flex,1.70234375
3836,Female,1,1,0,52,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,109.1,5647.95,0,8,1,1,0,High-Risk Flex,2.098076923076923
3837,Male,0,0,0,65,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.15,6941.2,1,8,1,1,0,High-Risk Flex,1.6792307692307693
3838,Female,1,1,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),109.4,7227.45,0,8,0,1,0,High-Risk Flex,1.6830769230769231
3839,Male,1,0,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.4,7031.45,0,8,0,1,0,High-Risk Flex,1.7365079365079366
3840,Male,0,1,0,60,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.45,6572.85,0,8,0,1,0,High-Risk Flex,1.8241666666666667
3841,Male,0,1,0,47,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.55,5124.55,1,8,1,1,0,High-Risk Flex,2.3308510638297872
3842,Male,0,1,0,54,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,0,Electronic check,109.55,6118.95,0,8,1,1,0,High-Risk Flex,2.0287037037037035
3843,Female,0,1,1,56,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,109.6,5953.0,0,8,0,1,0,High-Risk Flex,1.957142857142857
3844,Female,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.65,5405.8,0,8,0,1,0,High-Risk Flex,2.193
3845,Female,0,0,0,34,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,109.8,3587.25,1,8,0,1,0,High-Risk Flex,3.2294117647058824
3846,Female,0,0,0,63,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.85,7002.95,0,8,0,1,0,High-Risk Flex,1.7436507936507935
3847,Male,1,1,0,33,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),109.9,3694.7,0,8,0,1,0,High-Risk Flex,3.3303030303030305
3848,Female,0,0,0,6,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),109.9,669.45,1,8,0,1,0,High-Risk Flex,18.316666666666666
3849,Male,0,1,1,35,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,109.95,3782.4,0,8,1,1,0,High-Risk Flex,3.1414285714285715
3850,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.1,1043.3,1,8,1,1,0,High-Risk Flex,11.01
3851,Male,0,1,1,40,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),110.1,4469.1,0,8,0,1,0,High-Risk Flex,2.7525
3852,Female,1,1,1,46,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.2,4972.1,0,8,1,1,0,High-Risk Flex,2.3956521739130436
3853,Female,1,0,0,33,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.45,3655.45,1,8,1,1,0,High-Risk Flex,3.346969696969697
3854,Male,1,1,1,43,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),110.75,4687.9,1,8,0,1,0,High-Risk Flex,2.5755813953488373
3855,Male,1,0,0,52,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.75,5832.0,0,8,1,1,0,High-Risk Flex,2.1298076923076925
3856,Female,1,1,0,28,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.85,3204.4,0,8,1,1,0,High-Risk Flex,3.9589285714285714
3857,Female,0,0,0,65,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Credit card (automatic),111.05,7107.0,0,8,0,1,0,High-Risk Flex,1.7084615384615385
3858,Female,0,0,0,54,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,111.1,6014.85,1,8,1,1,0,High-Risk Flex,2.0574074074074074
3859,Female,0,1,0,64,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.15,6953.4,0,8,1,1,0,High-Risk Flex,1.73671875
3860,Male,0,1,0,21,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.2,2317.1,1,8,1,1,0,High-Risk Flex,5.295238095238095
3861,Male,0,0,0,59,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.35,6519.75,0,8,1,1,0,High-Risk Flex,1.8872881355932203
3862,Male,1,0,0,11,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.4,1183.05,0,8,1,1,0,High-Risk Flex,10.127272727272727
3863,Male,0,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),111.45,5315.1,0,8,0,1,0,High-Risk Flex,2.321875
3864,Male,0,0,0,44,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,111.5,4915.15,0,8,1,1,0,High-Risk Flex,2.534090909090909
3865,Male,1,1,0,72,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Credit card (automatic),112.9,8061.5,0,9,0,1,0,High-Risk Flex,1.5680555555555555
3866,Female,0,1,1,16,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,112.95,1882.55,0,8,1,1,0,High-Risk Flex,7.059375
3867,Male,0,0,0,12,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Mailed check,112.95,1384.75,1,8,0,1,0,High-Risk Flex,9.4125
3868,Female,1,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,113.2,4689.5,1,8,1,1,0,High-Risk Flex,2.760975609756098
3869,Female,0,1,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),113.6,4594.95,1,9,0,1,0,High-Risk Flex,2.770731707317073
3870,Male,0,1,0,61,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,114.1,7132.15,0,8,1,1,0,High-Risk Flex,1.8704918032786884
3871,Female,0,0,0,41,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,9,0,1,0,High-Risk Flex,2.792682926829268
3872,Female,0,0,0,45,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,115.65,5125.5,0,9,1,1,0,High-Risk Flex,2.5700000000000003
3873,Male,1,0,0,55,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,116.5,6382.55,0,9,1,1,0,High-Risk Flex,2.118181818181818
3874,Female,1,1,0,48,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,117.45,5438.9,1,9,1,1,0,High-Risk Flex,2.446875
3875,Male,0,0,0,28,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),18.25,534.7,0,1,0,0,0,Contract Bound,0.6517857142857143
3876,Male,0,1,1,1,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,18.8,0,1,0,0,0,Contract Bound,18.8
3877,Male,0,0,0,19,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,279.2,0,1,0,0,0,Contract Bound,0.9894736842105264
3878,Male,0,1,0,15,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,18.8,294.95,0,1,0,0,0,Contract Bound,1.2533333333333334
3879,Male,0,0,0,45,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),18.85,867.3,0,1,0,0,0,Contract Bound,0.4188888888888889
3880,Female,0,1,0,49,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.0,918.7,0,1,0,0,0,Contract Bound,0.3877551020408163
3881,Female,0,1,1,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.0,105.5,0,1,0,0,0,Contract Bound,3.1666666666666665
3882,Female,0,1,0,53,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.05,990.45,0,1,0,0,0,Contract Bound,0.359433962264151
3883,Female,0,0,0,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.05,326.65,0,1,0,0,0,Contract Bound,1.190625
3884,Female,0,1,1,42,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Electronic check,19.05,761.85,0,1,1,0,0,Contract Bound,0.45357142857142857
3885,Female,0,1,1,61,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.1,1143.8,0,1,0,0,0,Contract Bound,0.3131147540983607
3886,Male,0,0,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),19.1,1001.5,0,1,0,0,0,Contract Bound,0.3472727272727273
3887,Male,0,0,0,29,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.1,529.5,0,1,0,0,0,Contract Bound,0.6586206896551725
3888,Male,0,0,0,51,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Electronic check,19.1,1007.8,0,1,1,0,0,Contract Bound,0.37450980392156863
3889,Male,0,0,0,35,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.15,638.0,0,1,0,0,0,Contract Bound,0.5471428571428572
3890,Female,0,0,0,27,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,501.35,0,1,0,0,0,Contract Bound,0.7092592592592593
3891,Female,0,1,1,55,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.15,998.1,0,1,0,0,0,Contract Bound,0.34818181818181815
3892,Male,0,0,0,6,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.15,124.4,0,1,0,0,0,Contract Bound,3.1916666666666664
3893,Female,0,0,0,8,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.2,161.95,0,1,0,0,0,Contract Bound,2.4
3894,Female,0,1,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.2,459.6,0,1,0,0,0,Contract Bound,0.7384615384615384
3895,Male,0,1,1,43,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.2,776.25,0,1,0,0,0,Contract Bound,0.44651162790697674
3896,Female,0,0,0,36,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.25,679.8,0,1,0,0,0,Contract Bound,0.5347222222222222
3897,Female,0,0,0,22,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Mailed check,19.25,412.55,0,1,0,0,0,Contract Bound,0.875
3898,Male,1,0,0,26,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,504.2,0,1,0,0,0,Contract Bound,0.7423076923076923
3899,Female,0,0,1,16,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.3,360.35,0,1,0,0,0,Contract Bound,1.20625
3900,Female,0,0,0,38,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,19.3,755.5,0,1,0,0,0,Contract Bound,0.5078947368421053
3901,Male,0,0,0,2,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.3,28.3,1,1,0,0,0,Contract Bound,9.65
